"","Sample.y","Sample.x","Chr","Start","End","LOD.score","Length..bp.","Length..Mbp.","Site.x","Subspecies.x","Site.y","Subspecies.y","Km_distance","Generations.ago..assuming.1cM.1Mb.","Years..assuming.25y.generation.","LOD2","years"
"9296","Boe1-57","Nim2-35","chr21",30768130,31532770,"4,6",764640,"0,76","EastNimba","Western","Boe","Western","776,80","65,39","1634,76",1634.76,1634.76
"9297","Boe1-71","Nim2-35","chr21",30757749,31393091,"3,73",635342,"0,64","EastNimba","Western","Boe","Western","776,80","78,70","1967,44",1967.44,1967.44
"9298","Boe2-30","Nim2-35","chr21",36269309,37128091,"5,51",858782,"0,86","EastNimba","Western","Boe","Western","776,80","58,22","1455,55",1455.55,1455.55
"9299","Cnp1-37","Nim2-35","chr21",16468688,17411039,"4,14",942351,"0,94","EastNimba","Western","Comoe","Western","541,29","53,06","1326,47",1326.47,1326.47
"9300","CNPW1-7","Nim2-35","chr21",41039221,41812243,"3,15",773022,"0,77","EastNimba","Western","Comoe","Western","541,29","64,68","1617,03",1617.03,1617.03
"9301","CNPW2-29","Nim2-35","chr21",45774861,46056095,"3,34",281234,"0,28","EastNimba","Western","Comoe","Western","541,29","177,79","4444,70",4444.7,4444.7
"9302","Din1-53","Nim2-35","chr21",34555522,35640887,"4,12",1085365,"1,09","EastNimba","Western","Dindefelo","Western","687,55","46,07","1151,69",1151.69,1151.69
"9303","Din1-6","Nim2-35","chr21",36756963,37051915,"4,18",294952,"0,29","EastNimba","Western","Dindefelo","Western","687,55","169,52","4237,98",4237.98,4237.98
"9304","Djo1-13","Nim2-35","chr21",16506483,17212359,"3,21",705876,"0,71","EastNimba","Western","Djouroutou","Western","269,92","70,83","1770,85",1770.85,1770.85
"9305","Djo2-68","Nim2-35","chr21",33230555,34035479,"4,63",804924,"0,80","EastNimba","Western","Djouroutou","Western","269,92","62,12","1552,94",1552.94,1552.94
"9306","Djo2-68","Nim2-35","chr21",35944347,36221089,"3,79",276742,"0,28","EastNimba","Western","Djouroutou","Western","269,92","180,67","4516,84",4516.84,4516.84
"9307","Fjn1-21","Nim2-35","chr21",16257896,16773162,"3,3",515266,"0,52","EastNimba","Western","Sobeya","Western","509,51","97,04","2425,93",2425.93,2425.93
"9308","Fjn1-21","Nim2-35","chr21",43596056,43964205,"3",368149,"0,37","EastNimba","Western","Sobeya","Western","509,51","135,81","3395,36",3395.36,3395.36
"9309","Fjn1-42","Nim2-35","chr21",36816323,37051968,"3,2",235645,"0,24","EastNimba","Western","Sobeya","Western","509,51","212,18","5304,59",5304.59,5304.59
"9310","Fouta1-10","Nim2-35","chr21",43810194,45212862,"3,11",1402668,"1,40","EastNimba","Western","Bakoun-Sobory","Western","551,91","35,65","891,16",891.16,891.16
"9311","Fouta1-10","Nim2-35","chr21",16440525,17977005,"4,31",1536480,"1,54","EastNimba","Western","Bakoun-Sobory","Western","551,91","32,54","813,55",813.55,813.55
"9312","Fouta1-17","Nim2-35","chr21",30493512,31660835,"4,84",1167323,"1,17","EastNimba","Western","Bakoun-Sobory","Western","551,91","42,83","1070,83",1070.83,1070.83
"9313","Fouta2-8","Nim2-35","chr21",30805068,31532770,"3,01",727702,"0,73","EastNimba","Western","Bakoun-Sobory","Western","551,91","68,71","1717,74",1717.74,1717.74
"9314","Fouta2-8","Nim2-35","chr21",35984211,36279918,"3,56",295707,"0,30","EastNimba","Western","Bakoun-Sobory","Western","551,91","169,09","4227,16",4227.16,4227.16
"9315","Fouta3-1","Nim2-35","chr21",16138999,16480642,"3,26",341643,"0,34","EastNimba","Western","Bakoun-Sobory","Western","551,91","146,35","3658,79",3658.79,3658.79
"9316","Fouta3-1","Nim2-35","chr21",20114557,21003516,"3,15",888959,"0,89","EastNimba","Western","Bakoun-Sobory","Western","551,91","56,25","1406,14",1406.14,1406.14
"9317","Fouta3-37","Nim2-35","chr21",36940433,37128091,"3,14",187658,"0,19","EastNimba","Western","Bakoun-Sobory","Western","551,91","266,44","6661,05",6661.05,6661.05
"9318","Fouta3-37","Nim2-35","chr21",42187853,42481901,"3,51",294048,"0,29","EastNimba","Western","Bakoun-Sobory","Western","551,91","170,04","4251,01",4251.01,4251.01
"9319","Fouta3-40","Nim2-35","chr21",35995842,37075975,"3,21",1080133,"1,08","EastNimba","Western","Bakoun-Sobory","Western","551,91","46,29","1157,26",1157.26,1157.26
"9320","Gbo1-27","Nim2-35","chr21",31907421,32647990,"3,59",740569,"0,74","EastNimba","Western","Grebo","Western","244,74","67,52","1687,89",1687.89,1687.89
"9321","Gbo1-27","Nim2-35","chr21",33901645,34327113,"3,26",425468,"0,43","EastNimba","Western","Grebo","Western","244,74","117,52","2937,94",2937.94,2937.94
"9322","Gbo1-27","Nim2-35","chr21",34666701,35665775,"6,34",999074,"1,00","EastNimba","Western","Grebo","Western","244,74","50,05","1251,16",1251.16,1251.16
"9323","Gbo1-86","Nim2-35","chr21",24676863,24875687,"3,01",198824,"0,20","EastNimba","Western","Grebo","Western","244,74","251,48","6286,97",6286.97,6286.97
"9324","Gbo2-10","Nim2-35","chr21",18844760,19266199,"3,01",421439,"0,42","EastNimba","Western","Grebo","Western","244,74","118,64","2966,03",2966.03,2966.03
"9325","Gbo2-10","Nim2-35","chr21",46173919,47745413,"4,94",1571494,"1,57","EastNimba","Western","Grebo","Western","244,74","31,82","795,42",795.42,795.42
"9326","Gbo2-57","Nim2-35","chr21",31907421,33750915,"4,43",1843494,"1,84","EastNimba","Western","Grebo","Western","244,74","27,12","678,06",678.06,678.06
"9327","Gbo2-57","Nim2-35","chr21",29824790,30786799,"4,13",962009,"0,96","EastNimba","Western","Grebo","Western","244,74","51,97","1299,36",1299.36,1299.36
"9328","Gbo3-17","Nim2-35","chr21",23946542,24458574,"3,11",512032,"0,51","EastNimba","Western","Grebo","Western","244,74","97,65","2441,25",2441.25,2441.25
"9329","Gbo3-2","Nim2-35","chr21",43569969,44268319,"3,4",698350,"0,70","EastNimba","Western","Grebo","Western","244,74","71,60","1789,93",1789.93,1789.93
"9330","Gco2-8","Nim2-35","chr21",37094319,37565688,"4,62",471369,"0,47","EastNimba","Western","Sangaredi","Western","719,47","106,07","2651,85",2651.85,2651.85
"9331","Gep2-10","Nim2-35","chr21",41219486,41856420,"3,9",636934,"0,64","EastNimba","Western","Comoe","Western","559,11","78,50","1962,53",1962.53,1962.53
"9332","Gep2-40","Nim2-35","chr21",41227840,41856420,"5,8",628580,"0,63","EastNimba","Western","Comoe","Western","559,11","79,54","1988,61",1988.61,1988.61
"9333","Gep2-45","Nim2-35","chr21",41425602,41891762,"4,82",466160,"0,47","EastNimba","Western","Comoe","Western","559,11","107,26","2681,48",2681.48,2681.48
"9334","Gep2-52","Nim2-35","chr21",44802565,45381521,"5,01",578956,"0,58","EastNimba","Western","Comoe","Western","559,11","86,36","2159,06",2159.06,2159.06
"9335","Gep2-53","Nim2-35","chr21",43569969,44198429,"4,13",628460,"0,63","EastNimba","Western","Comoe","Western","559,11","79,56","1988,99",1988.99,1988.99
"9336","Gep2-53","Nim2-35","chr21",44802565,45387520,"5,69",584955,"0,58","EastNimba","Western","Comoe","Western","559,11","85,48","2136,92",2136.92,2136.92
"9337","Kay1-23","Nim2-35","chr21",40199215,40406119,"3,92",206904,"0,21","EastNimba","Western","Kayan","Western","752,93","241,66","6041,45",6041.45,6041.45
"9338","Kay1-23","Nim2-35","chr21",15236993,15716505,"4,84",479512,"0,48","EastNimba","Western","Kayan","Western","752,93","104,27","2606,82",2606.82,2606.82
"9339","Kay1-23","Nim2-35","chr21",26383900,26950364,"5,24",566464,"0,57","EastNimba","Western","Kayan","Western","752,93","88,27","2206,67",2206.67,2206.67
"9340","Kay2-25","Nim2-35","chr21",20035826,20895928,"3,52",860102,"0,86","EastNimba","Western","Kayan","Western","752,93","58,13","1453,32",1453.32,1453.32
"9341","Kay2-29","Nim2-35","chr21",40279531,40470114,"3,5",190583,"0,19","EastNimba","Western","Kayan","Western","752,93","262,35","6558,82",6558.82,6558.82
"9342","Kay2-41","Nim2-35","chr21",40023304,40406119,"5,23",382815,"0,38","EastNimba","Western","Kayan","Western","752,93","130,61","3265,28",3265.28,3265.28
"9343","Kay2-41","Nim2-35","chr21",28796270,29171343,"3,08",375073,"0,38","EastNimba","Western","Kayan","Western","752,93","133,31","3332,68",3332.68,3332.68
"9344","Kay2-41","Nim2-35","chr21",23494557,24111799,"3,07",617242,"0,62","EastNimba","Western","Kayan","Western","752,93","81,01","2025,14",2025.14,2025.14
"9345","Kay2-49","Nim2-35","chr21",33477699,33818974,"3,54",341275,"0,34","EastNimba","Western","Kayan","Western","752,93","146,51","3662,74",3662.74,3662.74
"9346","Lib2-10","Nim2-35","chr21",21267997,21880484,"3,15",612487,"0,61","EastNimba","Western","Sapo","Western","234,85","81,63","2040,86",2040.86,2040.86
"9347","Lib2-10","Nim2-35","chr21",16465462,17398079,"3,16",932617,"0,93","EastNimba","Western","Sapo","Western","234,85","53,61","1340,31",1340.31,1340.31
"9348","Lib2-10","Nim2-35","chr21",23814895,24809743,"7,29",994848,"0,99","EastNimba","Western","Sapo","Western","234,85","50,26","1256,47",1256.47,1256.47
"9349","Lib2-14","Nim2-35","chr21",34403005,35910638,"3,98",1507633,"1,51","EastNimba","Western","Sapo","Western","234,85","33,16","829,11",829.11,829.11
"9350","Lib2-14","Nim2-35","chr21",31907421,32875008,"5,56",967587,"0,97","EastNimba","Western","Sapo","Western","234,85","51,67","1291,87",1291.87,1291.87
"9351","Lib2-28","Nim2-35","chr21",22037151,22553900,"3,54",516749,"0,52","EastNimba","Western","Sapo","Western","234,85","96,76","2418,97",2418.97,2418.97
"9352","Lib2-28","Nim2-35","chr21",44227121,44832110,"3,5",604989,"0,60","EastNimba","Western","Sapo","Western","234,85","82,65","2066,15",2066.15,2066.15
"9353","Lib2-28","Nim2-35","chr21",33919810,34489391,"4,09",569581,"0,57","EastNimba","Western","Sapo","Western","234,85","87,78","2194,60",2194.6,2194.6
"9354","Nim1-49","Nim2-35","chr21",35375500,35647204,"3,67",271704,"0,27","EastNimba","Western","EastNimba","Western","0,00","184,02","4600,59",4600.59,4600.59
"9355","Nim1-49","Nim2-35","chr21",33938476,34207754,"3,33",269278,"0,27","EastNimba","Western","EastNimba","Western","0,00","185,68","4642,04",4642.04,4642.04
"9356","Sob1-31","Nim2-35","chr21",35966986,36221089,"3,42",254103,"0,25","EastNimba","Western","Bakoun-Sobory","Western","564,47","196,77","4919,27",4919.27,4919.27
"9357","Sob1-31","Nim2-35","chr21",35378404,35675221,"3,12",296817,"0,30","EastNimba","Western","Bakoun-Sobory","Western","564,47","168,45","4211,35",4211.35,4211.35
"9358","Sob1-31","Nim2-35","chr21",30526225,31322775,"3,61",796550,"0,80","EastNimba","Western","Bakoun-Sobory","Western","564,47","62,77","1569,27",1569.27,1569.27
"9359","Tai_R1-28","Nim2-35","chr21",33169283,33812514,"4,09",643231,"0,64","EastNimba","Western","Tai","Western","220,87","77,73","1943,31",1943.31,1943.31
"9360","Tai_R1-4","Nim2-35","chr21",38118869,39211855,"3,33",1092986,"1,09","EastNimba","Western","Tai","Western","220,87","45,75","1143,66",1143.66,1143.66
"9361","Tai_R2-15","Nim2-35","chr21",24365610,24858842,"3,04",493232,"0,49","EastNimba","Western","Tai","Western","220,87","101,37","2534,30",2534.3,2534.3
"9362","Tai_R2-15","Nim2-35","chr21",28345411,28722051,"3,97",376640,"0,38","EastNimba","Western","Tai","Western","220,87","132,75","3318,82",3318.82,3318.82
"9363","Tai_R2-15","Nim2-35","chr21",41461801,41999698,"3,89",537897,"0,54","EastNimba","Western","Tai","Western","220,87","92,95","2323,86",2323.86,2323.86
"9364","Tai_R2-4","Nim2-35","chr21",34679758,35483791,"3,19",804033,"0,80","EastNimba","Western","Tai","Western","220,87","62,19","1554,66",1554.66,1554.66
"9365","Tai-E1-13","Nim2-35","chr21",42599146,42951688,"4,48",352542,"0,35","EastNimba","Western","Tai","Western","219,96","141,83","3545,68",3545.68,3545.68
"9366","Tai-E2-31","Nim2-35","chr21",46926721,48093331,"4,55",1166610,"1,17","EastNimba","Western","Tai","Western","219,96","42,86","1071,48",1071.48,1071.48
"9367","Tai-E2-31","Nim2-35","chr21",15202300,15381452,"3,32",179152,"0,18","EastNimba","Western","Tai","Western","219,96","279,09","6977,32",6977.32,6977.32
"9368","Tai-E2-35","Nim2-35","chr21",33205805,33450029,"3,55",244224,"0,24","EastNimba","Western","Tai","Western","219,96","204,73","5118,25",5118.25,5118.25
"9369","Bwi1-10","NNP1-11","chr21",25158060,25722379,"3,88",564319,"0,56","Nyungwe","Eastern","Bwindi","Eastern","167,27","88,60","2215,06",2215.06,2215.06
"9370","Bwi1-61","NNP1-11","chr21",37335371,38178295,"4,81",842924,"0,84","Nyungwe","Eastern","Bwindi","Eastern","167,27","59,32","1482,93",1482.93,1482.93
"9371","Bwi1-64","NNP1-11","chr21",38668462,39190155,"3,84",521693,"0,52","Nyungwe","Eastern","Bwindi","Eastern","167,27","95,84","2396,05",2396.05,2396.05
"9372","Gis1-10","NNP1-11","chr21",46283022,46967476,"3,72",684454,"0,68","Nyungwe","Eastern","Gishwati","Eastern","72,69","73,05","1826,27",1826.27,1826.27
"9373","Gis1-25","NNP1-11","chr21",43155799,43987276,"7,63",831477,"0,83","Nyungwe","Eastern","Gishwati","Eastern","72,69","60,13","1503,35",1503.35,1503.35
"9374","Gis1-59","NNP1-11","chr21",42743150,44355012,"8,05",1611862,"1,61","Nyungwe","Eastern","Gishwati","Eastern","72,69","31,02","775,50",775.5,775.5
"9375","Gis1-8","NNP1-11","chr21",25124074,25815847,"4,66",691773,"0,69","Nyungwe","Eastern","Gishwati","Eastern","72,69","72,28","1806,95",1806.95,1806.95
"9376","Gis1-8","NNP1-11","chr21",43055437,44055090,"8,73",999653,"1,00","Nyungwe","Eastern","Gishwati","Eastern","72,69","50,02","1250,43",1250.43,1250.43
"9377","N183-6","NNP1-11","chr21",29716827,30532506,"4,21",815679,"0,82","Nyungwe","Eastern","Ngogo","Eastern","353,22","61,30","1532,47",1532.47,1532.47
"9378","N186-9","NNP1-11","chr21",40602859,40942809,"3,47",339950,"0,34","Nyungwe","Eastern","Ngogo","Eastern","353,22","147,08","3677,01",3677.01,3677.01
"9379","N190-3","NNP1-11","chr21",46096362,46495852,"3,19",399490,"0,40","Nyungwe","Eastern","Ngogo","Eastern","353,22","125,16","3128,99",3128.99,3128.99
"9380","N190-3","NNP1-11","chr21",31227061,31526661,"3,45",299600,"0,30","Nyungwe","Eastern","Ngogo","Eastern","353,22","166,89","4172,23",4172.23,4172.23
"9381","N259-8","NNP1-11","chr21",40602859,40942221,"3,01",339362,"0,34","Nyungwe","Eastern","Ngogo","Eastern","353,22","147,34","3683,38",3683.38,3683.38
"9382","N260-10","NNP1-11","chr21",29630508,31268334,"5,25",1637826,"1,64","Nyungwe","Eastern","Ngogo","Eastern","353,22","30,53","763,21",763.21,763.21
"9383","NNP1-26","NNP1-11","chr21",19670593,20265104,"3,57",594511,"0,59","Nyungwe","Eastern","Nyungwe","Eastern","0,00","84,10","2102,57",2102.57,2102.57
"9384","NNP1-44","NNP1-11","chr21",17749735,20149284,"8,34",2399549,"2,40","Nyungwe","Eastern","Nyungwe","Eastern","0,00","20,84","520,93",520.93,520.93
"9385","NNP1-44","NNP1-11","chr21",46215718,47217220,"5,33",1001502,"1,00","Nyungwe","Eastern","Nyungwe","Eastern","0,00","49,93","1248,13",1248.13,1248.13
"9386","NNP1-44","NNP1-11","chr21",36704616,36917128,"3,07",212512,"0,21","Nyungwe","Eastern","Nyungwe","Eastern","0,00","235,28","5882,02",5882.02,5882.02
"9387","NNP1-54","NNP1-11","chr21",25160116,25683059,"3,12",522943,"0,52","Nyungwe","Eastern","Nyungwe","Eastern","0,00","95,61","2390,32",2390.32,2390.32
"9388","NNP1-54","NNP1-11","chr21",43208396,43972323,"7,13",763927,"0,76","Nyungwe","Eastern","Nyungwe","Eastern","0,00","65,45","1636,28",1636.28,1636.28
"9389","NNP1-54","NNP1-11","chr21",28210270,28522731,"3,31",312461,"0,31","Nyungwe","Eastern","Nyungwe","Eastern","0,00","160,02","4000,50",4000.5,4000.5
"9390","NNP2-35","NNP1-11","chr21",42588007,43532547,"3,55",944540,"0,94","Nyungwe","Eastern","Nyungwe","Eastern","0,00","52,94","1323,40",1323.4,1323.4
"9391","NNP2-67","NNP1-11","chr21",15229557,18111476,"7,99",2881919,"2,88","Nyungwe","Eastern","Nyungwe","Eastern","0,00","17,35","433,74",433.74,433.74
"9392","Uga1-17","NNP1-11","chr21",19921923,20626371,"4,98",704448,"0,70","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","70,98","1774,44",1774.44,1774.44
"9393","Uga1-17","NNP1-11","chr21",29986473,31488012,"7,52",1501539,"1,50","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","33,30","832,48",832.48,832.48
"9394","Uga2-22","NNP1-11","chr21",20271480,20626371,"4,57",354891,"0,35","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","140,89","3522,21",3522.21,3522.21
"9395","Uga2-22","NNP1-11","chr21",29986473,30721510,"3,04",735037,"0,74","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","68,02","1700,59",1700.59,1700.59
"9396","Uga2-31","NNP1-11","chr21",16696080,17846670,"3,26",1150590,"1,15","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","43,46","1086,40",1086.4,1086.4
"9397","Uga2-31","NNP1-11","chr21",29986473,31579480,"4,35",1593007,"1,59","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","31,39","784,68",784.68,784.68
"9398","Uga2-49","NNP1-11","chr21",29986473,30532506,"3,15",546033,"0,55","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","91,57","2289,24",2289.24,2289.24
"9399","Uga2-74","NNP1-11","chr21",29986473,30725709,"3,33",739236,"0,74","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","67,64","1690,93",1690.93,1690.93
"9400","Gis1-10","NNP1-15","chr21",25933768,27031845,"3,56",1098077,"1,10","Nyungwe","Eastern","Gishwati","Eastern","72,69","45,53","1138,35",1138.35,1138.35
"9401","Gis1-5","NNP1-15","chr21",19879848,20234789,"3,29",354941,"0,35","Nyungwe","Eastern","Gishwati","Eastern","72,69","140,87","3521,71",3521.71,3521.71
"9402","Gis1-59","NNP1-15","chr21",38919878,39658384,"5,17",738506,"0,74","Nyungwe","Eastern","Gishwati","Eastern","72,69","67,70","1692,61",1692.61,1692.61
"9403","Gis1-59","NNP1-15","chr21",37365032,37895493,"3,4",530461,"0,53","Nyungwe","Eastern","Gishwati","Eastern","72,69","94,26","2356,44",2356.44,2356.44
"9404","Gis1-8","NNP1-15","chr21",17979516,21329368,"11,14",3349852,"3,35","Nyungwe","Eastern","Gishwati","Eastern","72,69","14,93","373,15",373.15,373.15
"9405","Gis1-8","NNP1-15","chr21",23795564,24259241,"4,56",463677,"0,46","Nyungwe","Eastern","Gishwati","Eastern","72,69","107,83","2695,84",2695.84,2695.84
"9406","Gis1-8","NNP1-15","chr21",37048472,37418884,"3,02",370412,"0,37","Nyungwe","Eastern","Gishwati","Eastern","72,69","134,98","3374,62",3374.62,3374.62
"9407","Gis1-8","NNP1-15","chr21",38494921,39096464,"3,62",601543,"0,60","Nyungwe","Eastern","Gishwati","Eastern","72,69","83,12","2077,99",2077.99,2077.99
"9408","N173-11","NNP1-15","chr21",30889787,31143942,"3,28",254155,"0,25","Nyungwe","Eastern","Ngogo","Eastern","353,22","196,73","4918,26",4918.26,4918.26
"9409","N173-11","NNP1-15","chr21",45922851,46116101,"3,81",193250,"0,19","Nyungwe","Eastern","Ngogo","Eastern","353,22","258,73","6468,31",6468.31,6468.31
"9410","NNP1-26","NNP1-15","chr21",30863889,33486976,"3,97",2623087,"2,62","Nyungwe","Eastern","Nyungwe","Eastern","0,00","19,06","476,54",476.54,476.54
"9411","NNP1-26","NNP1-15","chr21",41251503,47792532,"11,78",6541029,"6,54","Nyungwe","Eastern","Nyungwe","Eastern","0,00","7,64","191,10",191.1,191.1
"9412","NNP1-44","NNP1-15","chr21",41328863,41704208,"3,11",375345,"0,38","Nyungwe","Eastern","Nyungwe","Eastern","0,00","133,21","3330,27",3330.27,3330.27
"9413","NNP1-44","NNP1-15","chr21",35282866,35717113,"3,04",434247,"0,43","Nyungwe","Eastern","Nyungwe","Eastern","0,00","115,14","2878,55",2878.55,2878.55
"9414","NNP1-54","NNP1-15","chr21",41292715,41497510,"3,56",204795,"0,20","Nyungwe","Eastern","Nyungwe","Eastern","0,00","244,15","6103,66",6103.66,6103.66
"9415","NNP1-54","NNP1-15","chr21",19756410,20301971,"5,79",545561,"0,55","Nyungwe","Eastern","Nyungwe","Eastern","0,00","91,65","2291,22",2291.22,2291.22
"9416","NNP1-57","NNP1-15","chr21",45970920,48093331,"11,38",2122411,"2,12","Nyungwe","Eastern","Nyungwe","Eastern","0,00","23,56","588,95",588.95,588.95
"9417","NNP2-35","NNP1-15","chr21",15230911,15990203,"3,31",759292,"0,76","Nyungwe","Eastern","Nyungwe","Eastern","0,00","65,85","1646,27",1646.27,1646.27
"9418","NNP2-35","NNP1-15","chr21",47366266,48084566,"4,47",718300,"0,72","Nyungwe","Eastern","Nyungwe","Eastern","0,00","69,61","1740,22",1740.22,1740.22
"9419","NNP2-35","NNP1-15","chr21",18513185,21911791,"5,88",3398606,"3,40","Nyungwe","Eastern","Nyungwe","Eastern","0,00","14,71","367,80",367.8,367.8
"9420","NNP2-67","NNP1-15","chr21",18173084,20362801,"9,48",2189717,"2,19","Nyungwe","Eastern","Nyungwe","Eastern","0,00","22,83","570,85",570.85,570.85
"9421","NNP2-67","NNP1-15","chr21",25967485,28665685,"6,42",2698200,"2,70","Nyungwe","Eastern","Nyungwe","Eastern","0,00","18,53","463,27",463.27,463.27
"9422","Uga1-17","NNP1-15","chr21",15666177,16138999,"4,59",472822,"0,47","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","105,75","2643,70",2643.7,2643.7
"9423","Uga1-34","NNP1-15","chr21",25465988,25881091,"3,46",415103,"0,42","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","120,45","3011,30",3011.3,3011.3
"9424","Gis1-25","NNP1-26","chr21",33966823,37036943,"7,89",3070120,"3,07","Nyungwe","Eastern","Gishwati","Eastern","72,69","16,29","407,15",407.15,407.15
"9425","Gis1-25","NNP1-26","chr21",23646943,25708905,"3,23",2061962,"2,06","Nyungwe","Eastern","Gishwati","Eastern","72,69","24,25","606,22",606.22,606.22
"9426","Gis1-59","NNP1-26","chr21",33941426,36910108,"8,95",2968682,"2,97","Nyungwe","Eastern","Gishwati","Eastern","72,69","16,84","421,06",421.06,421.06
"9427","Gis1-8","NNP1-26","chr21",23795883,26150721,"8,35",2354838,"2,35","Nyungwe","Eastern","Gishwati","Eastern","72,69","21,23","530,82",530.82,530.82
"9428","N181-11","NNP1-26","chr21",30092177,30881680,"3,48",789503,"0,79","Nyungwe","Eastern","Ngogo","Eastern","353,22","63,33","1583,27",1583.27,1583.27
"9429","N183-6","NNP1-26","chr21",30092177,30859490,"3,29",767313,"0,77","Nyungwe","Eastern","Ngogo","Eastern","353,22","65,16","1629,06",1629.06,1629.06
"9430","N183-6","NNP1-26","chr21",15214648,15257789,"3,54",43141,"0,04","Nyungwe","Eastern","Ngogo","Eastern","353,22","1158,99","28974,76",28974.76,28974.76
"9431","NNP1-11","NNP1-26","chr21",19670593,20265104,"3,57",594511,"0,59","Nyungwe","Eastern","Nyungwe","Eastern","0,00","84,10","2102,57",2102.57,2102.57
"9432","NNP1-15","NNP1-26","chr21",41251503,47792532,"11,78",6541029,"6,54","Nyungwe","Eastern","Nyungwe","Eastern","0,00","7,64","191,10",191.1,191.1
"9433","NNP1-15","NNP1-26","chr21",30863889,33486976,"3,97",2623087,"2,62","Nyungwe","Eastern","Nyungwe","Eastern","0,00","19,06","476,54",476.54,476.54
"9434","NNP1-44","NNP1-26","chr21",29808437,32940325,"7,84",3131888,"3,13","Nyungwe","Eastern","Nyungwe","Eastern","0,00","15,96","399,12",399.12,399.12
"9435","NNP1-44","NNP1-26","chr21",35441305,39246129,"8,51",3804824,"3,80","Nyungwe","Eastern","Nyungwe","Eastern","0,00","13,14","328,53",328.53,328.53
"9436","NNP1-54","NNP1-26","chr21",36029313,39630804,"7,27",3601491,"3,60","Nyungwe","Eastern","Nyungwe","Eastern","0,00","13,88","347,08",347.08,347.08
"9437","NNP1-57","NNP1-26","chr21",43321505,43769708,"3,41",448203,"0,45","Nyungwe","Eastern","Nyungwe","Eastern","0,00","111,56","2788,91",2788.91,2788.91
"9438","NNP1-57","NNP1-26","chr21",46129874,47803869,"7,85",1673995,"1,67","Nyungwe","Eastern","Nyungwe","Eastern","0,00","29,87","746,72",746.72,746.72
"9439","NNP2-35","NNP1-26","chr21",26215788,28967659,"5,42",2751871,"2,75","Nyungwe","Eastern","Nyungwe","Eastern","0,00","18,17","454,24",454.24,454.24
"9440","NNP2-35","NNP1-26","chr21",16701426,21602044,"3,6",4900618,"4,90","Nyungwe","Eastern","Nyungwe","Eastern","0,00","10,20","255,07",255.07,255.07
"9441","NNP2-67","NNP1-26","chr21",29948201,33919810,"12,3",3971609,"3,97","Nyungwe","Eastern","Nyungwe","Eastern","0,00","12,59","314,73",314.73,314.73
"9442","Uga1-17","NNP1-26","chr21",36796089,37029626,"3,19",233537,"0,23","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","214,10","5352,47",5352.47,5352.47
"9443","Uga1-17","NNP1-26","chr21",35890718,36362116,"4,51",471398,"0,47","Nyungwe","Eastern","Issa-Ugalla","Eastern","366,96","106,07","2651,69",2651.69,2651.69
"9444","Bwi1-64","NNP1-44","chr21",34457975,35227467,"3,71",769492,"0,77","Nyungwe","Eastern","Bwindi","Eastern","167,27","64,98","1624,45",1624.45,1624.45
"9445","Bwi1-74","NNP1-44","chr21",18262731,19459316,"5,32",1196585,"1,20","Nyungwe","Eastern","Bwindi","Eastern","167,27","41,79","1044,64",1044.64,1044.64
"9446","Bwi1-78","NNP1-44","chr21",15890629,16463913,"3,05",573284,"0,57","Nyungwe","Eastern","Bwindi","Eastern","167,27","87,22","2180,42",2180.42,2180.42
"9447","Bwi1-78","NNP1-44","chr21",41355175,41647526,"3,14",292351,"0,29","Nyungwe","Eastern","Bwindi","Eastern","167,27","171,03","4275,68",4275.68,4275.68
"9448","Chinko-14","NNP1-44","chr21",33236179,33535145,"3,67",298966,"0,30","Nyungwe","Eastern","Chinko","Eastern","1098,39","167,24","4181,08",4181.08,4181.08
"9449","Chinko-3","NNP1-44","chr21",14946861,15381743,"3,22",434882,"0,43","Nyungwe","Eastern","Chinko","Eastern","1098,39","114,97","2874,34",2874.34,2874.34
"9450","Gis1-10","NNP1-44","chr21",46334461,48093812,"3,02",1759351,"1,76","Nyungwe","Eastern","Gishwati","Eastern","72,69","28,42","710,49",710.49,710.49
"9451","Gis1-8","NNP1-44","chr21",18242212,19527885,"9,99",1285673,"1,29","Nyungwe","Eastern","Gishwati","Eastern","72,69","38,89","972,25",972.25,972.25
"9452","N186-9","NNP1-44","chr21",41040330,41278250,"5,14",237920,"0,24","Nyungwe","Eastern","Ngogo","Eastern","353,22","210,15","5253,87",5253.87,5253.87
"9453","N259-8","NNP1-44","chr21",41065093,41278250,"5,07",213157,"0,21","Nyungwe","Eastern","Ngogo","Eastern","353,22","234,57","5864,22",5864.22,5864.22
"9454","N260-10","NNP1-44","chr21",47615811,47984469,"4,1",368658,"0,37","Nyungwe","Eastern","Ngogo","Eastern","353,22","135,63","3390,68",3390.68,3390.68
